Model,Embedding,Accuracy,Precision,Recall,F1_Score,Training_Time_sec
Logistic Regression,TF-IDF,0.9136842105263158,0.9134928482486596,0.9136842105263158,0.9135403985511839,10.743447065353394
Logistic Regression,Word2Vec Skip-gram,0.8938157894736842,0.8934119544351252,0.8938157894736842,0.8935352925167372,8.138774156570435
Logistic Regression,FastText,0.8930263157894737,0.8928549944568531,0.8930263157894737,0.8928976595593897,8.83386492729187
Logistic Regression,Word2Vec CBOW,0.8789473684210526,0.8786438658885446,0.8789473684210526,0.8787690929757518,6.035446882247925
